text	label
"the solution could had been availability of Rs.100 currency in abundance or swift replacement of new currency within say 7 days of announcement. But sadly nothing happened, this has resulted in miseries of common people and taken out wind from the move. Bad experience."	0
As per RBI guidelines. The name of a customer is not important while transferring the funds through net banking.	0
Porkistan go home have more intercourse & produce more Terrorists on border.Indian army is waiting their to send them to jannat Allah tooh akbar	1
We are in the job of supplying fuel 365 days: HPCL CMD	0
How can this be a great move when there are people losing there lives....good innocent people.  Totally not justied!	0
"Clearly not read history,only some distorted form of it serving a particular section. I wonder whether the real struggle of Indian Independence would remain intact for coming generation to know what inspired it. India turning into a reluctant democracy with a rider"	1
Pakistan is a terrorist country with no humanity and development vision. One should not forget that this country is born only for jihadi activities and terrorism	1
"Sonia I am holding Rel cap 430, please suggest what  to do"	0
"Most modi bhakts are biggest c and hate mongers of the era how comes pk was insult to Hindu God?  It was a lesson for the people to not fall in the trap of dhongi babas and yogi all."	1
Hey why don't you choose dog Vijay Singh then you don't have to worry about any Govt as you won't have any	1
Did Tata group breach their own rules? I'm referring to the age bracket.	0
"this is totally insane if Kashmir citizen was not indian then way we need there country , we Indians occupied them so its our duty to protect them and provide them there basic needs and wants.."	1
They shouldn't experiment with some solution created through their delusional minds and destroy rivers even further.	1
ur the digest drama artist I saw in my life .. ur just a puppet.. everyone knows who's the puppet master...	1
Ask smith??? He said india will never gonna win in SA........	0
"Dr. Raghu Ram Rajan was defenitely an intellectual and genius. That is the reason he became Indias RBI governor. But when it comes to performance, I think, he could not deliver what India expected of him. He took charge as RBI givernor when India was on a take off line. But the governor failed to press the accelerator . I think he was rather keeping his feet on the brake.  All genius are negatively oriented."	1
"Wow partap, u r the guys who politicise corporate happenings."	0
India will react by not playing cricket with Pakistan or they ll make a bollywood movie against Pakistan in which they will show their army doing surgical strike... lol	1
No one is in India to compete with you sir.	0
Grow up people and understand that there is no place for poor people in India.They are discrimenated in every states of our country.Ofcourse govt announces many schemes for the poor but those schemes hardly reach them.Sad but hard fact about our great country India.	1
""" Election and fake encounter at the same time.. Only one party will gain votes through this incident. """	1
The reason might be as Mr. Cyrus Mistry stopped non -  profitable business of Tata Group.	0
That is why Kashmir situation goes worst day by day	1
"Indians are blessed to have you Sir, may your services felt to each and every Indians."	0
its their personal money and not any govt fund.....so why does it hurts	1
OMG.!!  Love it. No one can nail that dress better than PeeCee... Absolutely no one... U rock..!!!	0
rural market  even if it earns it will not spend ...it is a conservative market of old india ...1950 -1980 ...so make sure your investments are made right .........	0
People invest 1.40 L for 150 cc 17 bhp non abs bike (r15)	0
Ha..ha..ha..some people controlling a countries law and order...our judiciary is blind in this case...how can see it??? the eye is covered with a black ribbon...	1
fighting with the system to make it more corrupt...11 lakh on lunches...stop being a retard for life kid...	1
Who said killing him is correct ?	0
Aiyaz Khan This has no relevance to the subject matter.	0
"this should be a larger issue of our country than secularism, hindutva, gou politics etc, but it very unfortunate that no party comes to raise..."	1
"Meghraj accidents can happen anywhere. Kolkata Traffic Police is doing their best to spread awareness about driving on roads, if people doesn't follow the rules they're responsible for their own accidents, stop blaming the entire Bengal for that."	1
But our siblings and nxt generation can enjoy the fruits....don't be selfish.	1
Go ahed and search for adcom on the web u will find the same phone	0
Tata motors?.. How much can it go?.. How is the mgmt restructuring viewed?	0
A DALIT then I guess it's high time to remove reservation.	1
What would be right time to enter stock such as uflex pnb Gilts	0
Anuj and Sonia Your Views about  Kaya ltd for long term.?	0
Muhammad Saqib Nawaz Saki 7 Pakistan pigs dead body reached also	0
"@Ravi Shankar Prasad, I really support u... :) whn a player win any medals, thy r rewards like anything with crores of rupees but when a soldier dies in the border that tym the govt doesn't ve any money for the family.."	0
You disowned your trusted soldier kasab.  Osama remained in your country and you did not resist when they were captured alive by american forces in your own country.  Hence world knows that your country is full of pigs and you have been in denial mode and you will perish one day and will be wiped out of the globe	1
Vikram..Singh...I think..you don't know..congress has been kicked out from centre	1
Going to haj on Government subsidy & Tax payer's money   is development ???Idiot	0
"Ha..ha...I don't understand the mentality of such type people...the person who is in the favour of BJP ....who is Villain...,&...the person who is against BJP ....who is hero for u......"	1
"Hi anuj, MSS coming into picture, the liquidity has been Stabilised, What if rate cut doesn't happen??? How wil marlets react???"	0
mahesh this cloths aren't design to wear every day lol and she is walking on carpet not delhi road.	0
Communist are deshdrohi.  Narendra Modi is building new India.	1
All your videos get stuck at some point what's the fun of making these.Have a good internet connection or a good phone to make these.	0
BANKNIFTY TOMORROW ONCE BREAK 21668 THEN IT WILL BE IN SELL THERE AND MORE ON HIGHER SIDE NEAR 21800 STOPLOSS WILL BE 21980 AND TARGET WILL BE 21200-20800 and more	0
When will we stop reacting? Can't we act and let Pakistan decide how to react.	0
why is the girl standing on the table behind you?	0
As usual minorities are complaining when will they stop seeing things from preceptive of there religion.  Religion divided us and it still does.	1
"Indian Express is a cry baby...They can any extent to oppose BJP....According to them BJP and Hindutvya has every problems...But propaganda media like it, more people are moving towards bjp"	1
I am the biggest fan of PM -- but as  an indian i want to know why PM is not taking action against the PAPISTHAN?	0
"now on wards.....we have to follow new way with banks,,,,in previous days we were deposited our total money and we with draw what ever req. we do....but now on wards we have to do need based deposits only..."	1
"Anna hazare only wakes up from his sleep when he wants criticize others like congress, arvind, etc buts goes to sleep when it comes to bjp. He is the a drama king without a crown....."	1
"No money eaten by lallu, fodder scam"	1
"Anna was anti congress he played a big role in 2014 elections indirectly...now he don't have any problem with the govt. Even if they don't pass ""jan lokpal""  bill...now his only work is to comment againt other parties just right before the electionsðŸ˜†"	1
Our forefathers were wise. They kept money with them only.	1
"PM Modi, Amit Shah and Rajnath Singh will be attending the meeting along with other leaders."	0
Your hatred cannot be heard... if we start showing love towards modi	0
"For God sake, india is a free country and he's an Indian first, a Hindu and a father and then a celebrity! What's up with you ppl and drawing conclusions and making your own presumptions! It's his account and he has every right to tweet what he feels! If idiots react? Too bad!"	1
Great vision ! Real role model for young people . Simple man with a great mind .	0
"Hai cnbc tv 18.....brain game do watch National geographic channel there by you can recognise true and false facial image created examples actors , false smiles , etc.........muscles of your face . your brain is also highly adopt at recognizing what other peoples' faces are saying...now match your candidate also ...this comments in totality not for any particular subject please ."	1
"karan, you are exactly what she said. you allowed her views to be aired. that does not make you great. it just shows you are a thick-skinned , shameless rogue of bollywood industry."	1
This fellow wants Bharat Ratna from the govt and hence this utterance.	1
"it is alll about "" me, me & me ""."	0
"the power makes staunchest of  mony mokrss but called intellectuals, specially the film makers or pseuo politiians but corrupt clerks of uno and accusd of murdering beautyfulwife or pseudo sculars,chang their names and kp hindu names lik dilep,ajit,mahipal---the list is long even what to talk of colours"	1
India is a Hindu country :D :D :D	0
Nope - he has no right question AK	0
I love Punjab but not playoff	0
Reminds me of Chemical Ali in the Gulf War! Always denying....	1
give him time.. hes 5 times elected m.p not on the basis of saffron dress.	0
How long bull will continue in the market what your views?	0
"ðŸ’¢ Bot User ðŸ’¢ Xingh Kannu ðŸ’¢   â™¥PYTHONâ™¥BOTâ™¥TEAMâ™¥  â™ª----Â» TAYYAB-XD.TK Â«----â™ª  â™¥â™¡o. BOT OWNER ðŸ’¢ TAYYAB KHAN ðŸ’¢"	0
"Stupid move. What's wrong with BJP. Hits the axe in its own feet?   Or is the news paper deliberately misreporting?"	1
What can this policy have on Primary bonds dealer like PNB GILTs	0
Us saves south koria and  japan from northkoria  but US helps north koria to distroying south koria  and japan by provoking northkoria	1
He's adding colour to BJP......	1
Nigel could you please ask her if she tracks Alphageo and if yes what does she think of the company from a long term perspective?	0
"Raiâ€™s return after a decade has made the election, in the words of a BJP worker, naak ki ladai."	0
"If you have just joined us.   Piyush Goyal's keynote address starts at - 06:10 The Power Minister's 1 on 1 with Shereen Bhan starts at - 24:20"	0
"We have to watch and see how she is going to play in her next tournament after so much fame, money. Probably relaxed, not much focused..."	1
Please ola and Uber check your driver's driving before making them your company's part...... It's pethetic......	0
What's the future of Infy ... trading btwn 1010 to 1050	0
No need now to tell wht kejriwal is like.Now he stands exposed.Everyone knows him now.He is a big con. He will dye his polititical death very soon.A big dramabaz.Aap n kejriwal doesn't even a good funeral.	1
Hearty congratulations.!! to  AP CM CBN for State of the Year Award.	0
"For kashmiri pandits thy hv no answer, as thy can see only their problms only..like thy do remember proper dates n no. Of ppl got harmed bt thy dont remember their deeds behind that..unfortunatly"	1
this happens when a Maserati got super horny & ended up with a Suzuki...ðŸ˜‹ðŸ˜‰	0
India will find soon socide attcks mojahedin come to india soon	1
Yes bloody you will act as patriotic when money is involved.	1
I am from.south India? Why congress & BJP are against Mr. Kejiriwal?? Give me some reasons	0
"Raees is different  plot  Not based on abdul lateef  Rahul dholakia clarify WHOLE  thing"	1
behind of army chief Bajwa soldiers belong to Gilgit Baltistan ( NLI ) wearing cultural topi of gilgit baltistan. India clams GB is their lol	1
"Opposition does not understand that this step is political disaster but national building  ... PM has proved that he loves country more than his political future ... great going sir ... ppl will recognise your sacrifices"	1
'I expect it will take the Govt 6 months to remonetise the economy'	0
Bjp increased its tally by 161 percent! Also bjp won 82 vs84 ! For that it may be a MASSIVE win for IE! And how about other municipalities mr.IE? All its editors to staff are always biased towards Modi and bjp! Thats why its popuarity has dipped after 1992!	1
"ðŸ’¥India's No.1 Home JobðŸ’¥ ðŸŒŸearn money without any investment ðŸŒŸmulti level networking  ðŸŒŸwork daily 2 hours per day earn rs 500 to 1000rs daily ðŸ”¥life changing oppurtunity âœtype ""JOIN"" and send to my whatsapp no +918444867178"	0
She looked gorgeous. Don't believe us? See for yourself.	0
hope it doesn't becomes dominos bike... such a lousy launch	1
please advice about Bank nifty & how the NPA will benefit for PSU Banks ?	0
What is the definition of legal or licensed.. Is the grocery shop in your colony legal? Think y or y not? If u go by this rule more than 50% of shops would be shut down in the market. This was just to target the people of particular community in the name of law. Selling and eating meet is totally normal it's part of our food chain.	1
"Stop Discussing, Stop comments on Soldiers cut in pieces . Just prove it 2 equals 200.. Thats all"	1
please comment on rain industry  regarding today stellar result	0
"They had also planned for Dravidistan, Nizamistan, Bhopalistan, purvistan(eastern states) Kashmir, and other many tribal states."	0
I am eagerly waiting... Thank u soooooo much!!!!	0
Problem is peopl telling moral do not folow it themselves:-) i anyways do nt beleiv in media totally bt wonder why do bhakts do nt ques govt to mak media accountable!!?? Is it for thr own benefit??	0
INDIA KEVL NINDA HI KRE GA OR WO PAK K NAMARD HUME MARTE RHENGEðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆ	1
"Baahubali=a product of the far more developed and advanced south Indian psyche, a psyche that unlike the north mastered quality instead of suicidal quantity: it's stars and actors will have the upper hand in the world of developed India, a world underdeveloped bollytrashwood does not have the ability to cater or produce for."	0
it doesnt matters....there are 72 more waiting for him...ðŸ˜‚ðŸ˜‚ðŸ˜‚..	1
He doesn't respect his religion even. Please learn to respect every religion and all human beings. Than get respect.	1
Though JP is promising to give flats in 1-2 years and they have called for a meeting on 29 th April at their office - the larger question about getting interest for delayed possessions . JP has levied penalties to buyers if payment has not been made now it's their turn to give interest for the money deposited by buyers as stated in their agreements .	0
Wife of shahid kapoor...go and get your own identity first...not everyone is as rich  as u r !!	1
Anna Hazare is the biggest agent of BJP.	1
"We are happy that you lost at ICJ. A country where judiciary is scared, any thing can happen.   Army courts in a democratic country? Is it not strange?"	1
she is just doing a cheap publicity stunt. may be she wants to be in big boss.	1
If it was nonsense do u think people representing congress party would spare him.	1
From civil to defence every where is hindu. What is the moto of RSS??	0
"Respected Person, pl all areas Handover to India Army and order to shootout every naksaliyon"	1
If pak army enter 250 meter alongside thn wher were Rendian army	0
"Worship centres should have the decency to reduce the noice pollution created by them irrespective of religions... Islamic mosque's,Hindu mandirs and christian church's are making trouble to the common. Do you think that your God is deaf ? Prayer is a very personal thing between one person and his deity... Government must do something thing to save the common from this kind of inconveniences"	1
Subhash Shah it means u accept that modi and amit shah r criminals	1
If any chance to provide less interest home lone because after demonetisation banks getting much amount  deposits....currently cash less operation is going on so banks plan to provide security for bank account and digital transaction . ..any new investment plan for this areas Sbi??	0
"Ulta balna, if tripathi then why not sp., before election , now to media ,amit sha to bravely said we are same , minimum non BJP state got to decided."	0
If you do not wish do not pay. Govt should mind its own business.	0
Sir delhi police reports to you and your central government.....still crying think about civilians	1
lacs crores spent for 5 campaigning only from tax payers money.	1
hindu  murdr  in  bngal   till thy  cular   no  frdom  for  hindu   in  bngal	0
DP...pic.saw..with Ranveer..her hair style with song..amazing!! God bless her!!â˜…	0
Please stop such nonsense statement. No results come from any talks. They are not at all worth of it. So tackle the situation as per the demand and betterment of the nation.	1
"10 lakh kashmiri pandits???? When and where are the monuments I head it vary first time from you Mr Phanindra Kumar"	0
I am guessing a 4-6 % upmove on reliance tomorrow. What's your view ?	0
"As charity begins from Home,  so do the white wash if black money...."	1
Aamir Khan Receives Dinanath Mangeshkar Award For 'Dangal'	0
Wipe out Pakistan .. main culprit for all this disturbance	1
He is done his law also	0
Let us remember what Churchill said   Opportunities in difficulty.	0
Everyone who opposes are the ones who cannot do anythn and comment just.	1
People will judge. Y we have to behave like arnab Goswamy way. Influencing people's mind by shouting and going only one side. People voted modi people need to decide good or bad by there own experience.	1
WOULD HE EVER PAY.......? IS THE QUESTION ALWAYS.....? CAN YOU RECOVER FROM GOONS....? HOW....?	0
Saurabh Shinde wht does that mean at least he should ist confermed wht the reality is .......	1
Anna Hazare ???? Oh yes rememberd  the hypocrite who dethroned Congress for Lokpal. Where is Lokpal ? Is he not fasting now ?	1
Islam does not allow smoking and drinking. Why Shahrukh is not following Islam?	1
Miralidharan don't be bhagat try to understand what he has to say	1
Ratan Tata saved Tata group before situation is worsening. Tata shares buying opportunity.	0
"Anna hazare failed in his drama on kejriwal case. Hazare aim is to remove congress from power and he joined with kejriwal. Kejri is clever and he overcome hazare and defeated bjp and opposing till now. Anna hazare wont speak if bjp involve in money scandal, communal violence, hate speeches etc etc. Anna hazare is a hypocritic poison human being. Hazare never thought kejri will come into politics. Hazare may won in defeating congress but lost on kejri matter. Great actor hazare"	1
"Good Drama,well acted by Kapil Misra niw all eyes on Bjp that what reward he will get for this."	1
2000 notes are of no use ... I am staying proper Mumbai I have not seen 500 rupee note .. still banks not giving 500 rs. Notes	1
"You are exaggerating my frnd...most Hindus don't hate muslims atleast in India...can't say about other country though.....afterall we look the same, our behavior similiar so this is just a hype"	1
First of all solve our Indian people's problem which as suffering in money ban... then after have to solve the unemployed people to get job....   till main problem u didn't solve but u Modi. Saying 2022 project... it's impossible to he will pm on 2022..	1
Narendra Das have you been to Kerala. pls go and find out for yourself then you will know that strange creatures and stray dogs are in Bhubaneshwar. Kerala people are far more educated then from your place. you people are still very backward	1
May Her soul rest in peace .my heart felt condolences..	0
"Wow, you are a one of the greatest economist born in India till the date, we all here are very thankful to you because you shared your great knowledge to people of this country."	0
Hii sonia See the Nifty support at 8700 is broken more correction in marker?	0
Launching of an Indian bike in Indian market with Opera...They have got it wrong right from the launch...The Marketing team really needs a BIG round of applause!!!	1
Rajnath singh plz submit your Resignation if you can't handle the situation.  Please	0
indian express is jokeing news	1
S&P and all ratings agency are very bullish on India growth story please inv right time	0
This is his FoS.....Why such issue?	1
His songs aren't doing well so as his brain	1
Farm loan waiver will encourage people to default on loans: Shikha Sharma	0
"Madam, with all due respects, USA does a lot unlike our country"	1
I always wanted sushama to be prime minister.	0
A few days back a Hindu  BJP candidate was telling during election that he will provide first class beef.	0
Anuj and Porinju of the view that markets will make a new high before the budget	0
No surgical strike... Get back Kashmir and and free baloochistan	0
We have seen ur kind of SUR JE KAL strikes so far.......! No need of retaliation hahahahaha	1
"No where close to Royal Enfield. People who said that Dominar 400 cc will impact the Royal Enfield sales, I would say they are just having dream, its not gonna happen. No bike as of now can beat Royal Enfield."	0
That's our govt hospitals  but if u pay the bribes u will get royal treatment after death also	1
Hi Both - how do u see tomorrow's opening for PSU banks ?	0
"I have 3500 shares of HCC at 40/- Your views, please?"	0
Now you are saying what you really think. MR Macchiwala. This the main reason y you are hated here	1
What's your view on quick heal ?Recent cyber breache around the world is a great concern but the problem is their EPS are now also negative Eg Symantec?	0
Will the fmcg sector get re rated coz of GST cmg soon ?	0
Babar Azam's fifty helps Pakistan edge closer to 200 against WI	0
Well done modiji... Many of us wat we Discuss in our daily life with family  and frnds abt issues your making it happen.... Thank you.... It's good for our country... Go on.....	0
"Our govt.will not do anything only statement , speaches only ?"	0
Reduce Government misc expenses first.	1
Wake up and stand by him going to change the life of many poor people	1
It's on.The highway we will never adhere to the traffic rules these are meant for others not applicable for those indulge in breaking the rules	0
could you please forcast about  sterlite technolgies and adani ports	0
Y the hell are you laughing	1
Second term...... no  support from government  = for  future Indian economy  negative .	1
"They are cow rahsah,,, not female protector"	1
C'mon Didi if someone thinks that way sometimes it's a choice made out of lack of exposure. She is only 22. She was not politically correct.	1
ppl are appreciating comments more than a bike whaaa :-D	0
"AIMIM is the anti national party their registeration should be withdrawn. They spreading hatred among community. They are not afraid when they ask to cut the heads, support Stone pelters, and terrorisrs, going against Army. They perform inhuman acts against Animals and beef. they questioned the Indian Constution  they demand separate law system, many more."	1
]BLACK MONEY CONVERTED INTO KAAL SARP YOG INTEAD IMPLANT IT INTO THE EARTH IN THE FORM OF PLANTS.	1
This is reason why .... India still far behind other countries .... Everybody want own benefits .... Selfish world ...	1
Anis Mamoon Basyt Saleh check out .. normie spotted ðŸ˜…ðŸ˜…ðŸ˜‚ðŸ˜‚	0
It's good that Mr Ratan tata ji is back to action. See no one can match him as he is the best in his own.	0
let the police make good the loss	1
For tht those hv more thn 2 flats or 2 land is legal rest has to surrender properties to govt	1
But EVM used to vote only fr bjp...	1
Not possible in Sr Yadav life.	1
"If they get even 50% of the money that have been announced, I would feel proud of my nation!!"	0
"For God's sake ... STOP WASTING TIME ON NON-ISSUES, THERE ARE AMPLE PROBLEMS IN THIS COUNTRY TO WORK ON ... PLEASE FOCUS ON THOSE, DEAR GOVERNMENT ... YOU HAVE GOT A JOB TO DO !!!"	0
What kind of report need high command ? Its simple Gandhi family. Until through out Gandhi family from congress it can't win...	1
"Your political view point is not really important, go on Quora and answer questions related to how to make triplets ?  ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜ˆ"	1
lol....this is india for u....wasting so much money in expensive films and going to mars..... oeople dying due to hunger and thirst	1
"Need Nilesh Bhai Comments on Glaxosmith Consumer, GSFC and Capri Global. Comments on the Management of Capri Global, GSFC, Glaxosmith."	0
It is going to be a acid test.CONGRATULATIONS TO HIM AND HIS TEAM.	1
Shanglu's report has exposed the real face of Kejri and working of AAP.  Naturally Anna is disappointed.	1
"If you still think Cho was speaking as a sycophant of Modi even after his demonetisation move, you must be extremely anti-Modi."	1
Moon star that sign also belong hindu original  muslims  whare got land all invasion  attack killing  now thay start in usa thare hand works	1
Now he is going to be a headache for his co-passengers during the train journey.	1
"Offcouse he was a Muslim..but he was a former President of India and the great scientist of India. So we cares him...if you don't like that name keep silence , don't talk Rubbish. Every Muslim is not a Terrorist mind it."	0
I thought this bast... rd has already converted.  Why is he still maintaining his name	1
"Madam, pls protect women first. Of course that won't help you in polarising India and gathering votes ðŸ˜©ðŸ˜©ðŸ˜©"	1
turkey is a muslim country but not run by islamic laws.its not secular but still moderate than other muslim countries thts y its progressive but now to secure his position erdogan is pushing for islamic laws which will ultimately screw the country like pakistan.	0
"Ashish mullick.if you are so pissed off at muslims,you should go whanking some stray donkeys rather than spreading hatred and bad mouthing about our prophet.may god curse you and your family member get stray dog life"	1
Eicher has been a dream stock of the decade..just like the bikesðŸ¤˜	0
Yea coz BJP govt wants to protect cows instead of humans	1
He might have come to some sort understanding with Indian politicians	0
"Anna has lost the faith of people.He is not saying a single word about faulty EVM ,misuse of Governors,misuse of all the institutions by corrupt Hippocrate Bhajpa."	1
I have a doubt in today's budget. It says that tax rate for 2.5-5 lacs is now 5â„…. Again it says that there would be no tax for income upto 3 lacs. How is this possible ? Any idea???	0
Secularism has no meaning as Hindu majority guarantees secularism	0
Haha.Modi said demonetization will remove fake notes & black money. Nobody can remove corruption. And now fake money.	1
"Good News.. Was that open tendering or single bidder with multiple names?"	0
"#AbhySahu....#FakeID..... #FekuBhakth......  Exhistance of u #Bhakth from #Brahma ....by raping his own daughter #Saraswati.... Dats y u #Bhakts r #BornRapists....!!! Pedophile is far better than this....!!!"	0
Not for other countries. .......Nope....Rafael has self software destruction chip in case Bharat goes up against FRANCE....But giving brahmos will be a gross strategic mistakes......because THERE WILL DEFINITELY BE MOLES in Defence and software who will give away our KILLER CHIP SOFTWARE DECRYPTION	1
No he should join aap	0
RTI rights in Political Parties will curb out all the Black Money involved	1
I have a problem with any religions which forces me to be a part of it. So yeah I support him I'm this issue wholeheartedly.	1
Nice job in a while ago but never the best of my favorite part is a very long day at a very long day for you are interested please send us your requirements with you to see the status is a great	0
Cows r nt haram in Hinduism.Cow meat is.Evry religion has equally bloody history.All animals r animals n deserve 2 live	1
"UN members r ready to kill terrorist  Wat they will help radical"	1
If there is sound of thunder then to whom he can blame	1
Such comment by such a public figure is quite annoying bcoz we should not b against such sort of things as we live in a country with a lot of cultural and religious diversity so if people r mentioning  such sort of creepy things where everyone of us live in brotherhood inspite of all this we should respect everyone's feeling and believe	1
"Pak Army intruded into Indian terrirtory, killed indian soldiers, had some laugh cup of tea with biscuits, mutilated their bodies and went back to their barracks, now tell me while this all rubbish was happening what were indian border forces doing watching mia khalifa and sunny leone?"	1
Send Mani S. Iyar and Salman Khursid to Pakistan because these are the leader who are responsible for undue influence	1
I can also say this it's a natural habit of human. Your thought is very motivational. I am inspired.	0
"Actually Anna hazaray is BJP agent,"	1
"ðŸ¡ Ð²oÑ‚ powered Ð²y â€¢Â» Adarsh Sharma  ðŸ¨ Just Now  Aaj Tak ðŸš¥ Bot On Fire  ðŸ¢ Tue : 2 - May - 2017 ðŸ¨  Like Back Aaj Tak ðŸ¥ Like & Comment Late 2 minute 0 Sec  ðŸª  BOt By   Adarsh Sharma ðŸ”° Webotter.ga server-3 ðŸ”°"	1
"Pak produces fear in the hearts of enemy, producing brave soldiers"	0
Sonia Pls give your view on Tcs I am in short position in this script.??Should i exit??	0
You seem to be an expert in that ðŸ˜‚	1
This is why going 'live' is usually a bad idea..	0
I think Anna ji should openly accept that he is bjp man and should join bjp.	0
Modiji now its time to give control in the hands of Army.....	1
"Opposing Lokpal Bill.  Allowing Anonymous funding by Companies without any limit.  BJP reverses stand on bringing parties under RTI Removing Information Commissioner M S Acharyulu from HRD after allowing the inspection for Modi's Degree.   Still think BJP is pure?"	1
Which one RSS Terrorist or Hindutiva Terrorist? ????? Gow Rakshak Terrorist  or VHP Terrorist  you decide.	1
Where is owaisi and mamta begum now?	1
As cnbc said earlier she is one of Asia's most powerfull women	0
People who are talking about inconvenience please use debit and credit cards and also cheques. Yes it's inconvenient but something like this will always be. So support this instead of condemning it	1
Speechs wont work if ill thoughts still around you.... Political parties are exempted under income tax law to deposit old currency notes in their bank accounts....	1
"No doubt BJP is very strong presently,  but they are acting against their collation partners. BJP want to become strong in South states we appreciate but should not do leg pulling. We are seeing present trend of  BJP is some how they want to grab power in Southern states. People may not like this attitude. Jai Hind"	0
islam is very peaceful religion and there is no citation which quotes to eat beef . muslims are spoiling islam by spreading terrorism and killing cows .	1
"Interestingly, Aam Aadmi Party leader Arvind Kejriwal retweeted the video."	0
"Yea modi. Dont worry abt rape being outa control, who knows its probably BJP doing it. He acts like he worries about married lady's life and not abt ladies getting raped!!! Not a single word has come out of modis mouth yet adressing the rape problem !"	1
Probably he just got selected Supreme Commander of Maoist Council of India. Now he will take on full time work for them through JNU representatives.	0
I can see Ur. Pain... Desperate....	0
Right action mr modi new channel dog neta ko show me mt invite Karo jo desh ki sena ke killf bolta hi wo neta desh ko gadhar hi	1
Anna .. another political aspirant...	0
"yes bank ce 1340  2 lot @16, current rate 12 so give me suggestion"	0
if rapes can happen in an army why cant murders and mutilated bodies be expected...??!!! #indiots_army_drama	1
Dude concept videos are fan made not apple made so don't comment if you don't know anything and lunch nhi hoga launch hoga iphone	1
Sports  persons  winning titles and medals deserve reward and appreciation. But uneven distribution  of public money is not healthy. Govt should make a standard policy fot encouraging winners at national and states  level	0
Crazyvaal will come up with another allegation that EC tampered the displayed evms such that you cant hack them	0
Modi starer Demonitisation Movie super hit. great collections of 07 days. Breaks world records.	1
So far banks are showing profits except for the Big Fishes whose huge loans have become irrecoverable by the banks . The normal saving Bank holders are unnecessarily going to be punished.  Who Cares ?	1
tell you  one thing your succession is after your boss resignation ...am i correct or wrong ...	0
"RBI tightens hedging rules for FIIs in currency market. More: http://bit.ly/1cs6uOo  Hereâ€™s one more measure by RBI to rescue the Rupee from the mess. Do you think this move will do wonders?"	0
He is the best choice for UP after a long spell of Gunda and Jungle Raj UP needs a disciplinarian like Yogi	1
Remember 1971 kid!!!!bloody impotent army that indulges in macabre beheading like terrorists	1
By when can we see automated toll booths across the nations ...avoiding huge traffic blocks in highways ...	0
below address ATM Is not working byt in ur site its showing its active	1
72 applause and 6 standing ovations to our dynamic Prime Minister Mr Narendra Damodardaad Modi..by US Congress in their assembly at Washington DC.. ..Jai Hind..	0
i have a  question how she managed such big train gown???	0
Aree stupid goons under hindu cover... Mamata is better acceotable hindu than goon RSS chief...  can any one challange on this	1
"N now maneka gandhi on movies wow  its like watching something in india nowadays is also a crime  from further on movies will be on bdsm n femdom to respect women  :p"	1
Modiji u should remove it totally n look no BJP person is not exempted if his guilty	1
We appreciate the bold move but NRIs who don't have plan to travel to India in 50 days or say till 31st of March will be in trouble.	1
so are you saying that this puppet was not responsible for anything that happened in the country for the last so many years.... come on....	1
They are wise than north states? What is the barometer? Is Kerala the economic engine of India?	1
But then why is ur holy books stating eating nd using of animals..correct me if im wrong	1
Hdfc bank 1 lot @ 1448... should I hold ??	0
"But one thing can be proved..  That under these so called sickular,  lot of Muslim went to fight for ISIS.  NO ENQUIRY OR ACTION TO STOP THAT IN KERALA"	1
It really makes me sad to see what you're turning into #Indian_express!	1
"Muhammad Shiraz Sabir: dude. Try to embrace the truth. It's the congress govt who has done all these. It has divided Hindu Muslim for the last 70 years for their own politics.  So everybody abused Modi as an anti Muslim when he refused to wear a Muslim cap. But see what Modi did after election. He went to mosque and offered his prayer there in some Arab country i guess."	1
So they fired across the border then went in to mutilate the corpses . Sorry I don't buy this at all.	1
Why can't our force give full power to curb this terrorism	0
Lakhs of users have already done Mobile Number Portability when moving to Jio: Mukesh Ambani	1
Just read ur news channel tomorrow.. Will get the answer	0
"I have no deal with anyone. It's my opinion. And I think I have free to have one. He doesn't suit to play Bheema, that's all.ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚"	1
In ground reality rabbi has created lots of prob due to pricing issue	1
India will not forgive this idiot. An amazing momentum that was built with the anti-corruption wave in 2010 saw the death because of this Man's ego and delusions of grandeur. He's a big loser as far as I am concerned	1
Dog meat or beef or chicken  stopped eating grass	1
PM cant help his own wife noe he can divorce her. What can he do for a muslim women?	1
Any service tax on such usages? Govt can get good revenue. All states should emulate Delhi .	0
The political party who has asked the proof of surgical strike are now asking this question what a level of hyprocracy	0
I'm here to read rss support comments and laugh hard...	1
Food price includes all kind of expenses and profit of the owner. So why to pay service charge forcefully ? Payment of Service Charge is like paying for jet fuel additional for air journey.	0
Such type of idiots have no any qualifications. These type of leaders are shame on indian political system.Ours is a biggest democracy but its a fractured and faulty constitution in todays time.It need Lots of changes.The foul mouth leaders should be punished by voters but our voter think they are very big .its their mistake...just think these dirty pigs are enemies of society and should be thrown out in to gutter which the right place for such stupid leader.	1
"You r not in opposition.. Don't write love letter to pak"	1
If you Lizzie want to learn sarcasm you have to learn English first	1
